6.71709e+3, 6.97688e-1
6.78022e+3, 9.74333e-1
9.89972e+3, 9.83427e-1
9.94072e+3, 1.94734e+0
1.45849e+4, 1.96549e+0
1.46271e+4, 1.27191e+1
2.11507e+4, 1.27733e+1
2.13744e+4, 5.88883e+0
3.13605e+4, 5.91372e+0
3.13245e+4, 1.75545e+1
4.59588e+4, 1.78081e+1
4.61686e+4, 2.36423e+1
6.74110e+4, 2.36226e+1
6.77451e+4, 2.16751e+1
9.93960e+4, 2.16568e+1
1.00287e+5, 4.53384e+1
1.45720e+5, 4.55310e+1
1.46361e+5, 7.07150e+1
2.13703e+5, 7.06562e+1
2.15976e+5, 3.08106e+1
3.15347e+5, 3.07850e+1
3.15075e+5, 6.98850e+1
4.62277e+5, 7.01804e+1
4.60241e+5, 4.63447e+1
6.78557e+5, 4.60715e+1
6.79669e+5, 9.74328e+0
9.97204e+5, 9.83411e+0
1.00548e+6, 3.85597e+1
1.46101e+6, 3.83336e+1
1.47644e+6, 1.78526e+1
2.15579e+6, 1.76581e+1
2.18344e+6, 9.86699e-1
3.17263e+6, 9.80912e-1
3.18212e+6, 5.76578e+0
4.64623e+6, 5.76099e+0
4.67214e+6, 2.93889e+0
6.85504e+6, 2.92160e+0
6.89636e+6, 9.74297e-1
1.01185e+7, 9.63673e-1
1.01221e+7, 6.90040e-1
