5.70511e-1,1.12760e+1
5.82607e-1,4.56945e+1
6.60763e-1,1.98177e+1
7.76071e-1,5.28879e+1
9.24339e-1,2.32995e+2
1.10866e+0,6.55129e+2
1.44615e+0,2.34215e+3
1.61736e+0,5.17947e+3
1.98101e+0,8.63988e+3
2.47786e+0,7.15938e+3
3.27767e+0,4.86491e+3
3.61482e+0,3.30578e+3
3.93127e+0,2.39158e+3
4.45864e+0,1.59153e+3
4.95177e+0,1.01579e+3
5.49945e+0,7.04811e+2
6.06513e+0,4.26958e+2
7.37703e+0,3.42884e+2
7.69316e+0,2.01305e+2
8.25043e+0,1.20679e+2
9.29200e+0,7.62230e+1
9.75820e+0,5.34430e+1
1.13019e+1,9.19854e+1
1.19522e+1,5.28879e+1
1.29986e+1,3.34048e+1
1.26400e+1,1.96118e+1
1.28180e+1,1.23871e+1
