3.98798e+0,1.62939e+1
4.16309e+0,2.75343e+1
4.33133e+0,4.20163e+1
4.54421e+0,6.22736e+1
4.72618e+0,7.74891e+1
4.90129e+0,9.09622e+1
5.11760e+0,1.06778e+2
5.35451e+0,1.14849e+2
5.59485e+0,1.09936e+2
5.74592e+0,9.50272e+1
5.85579e+0,8.09520e+1
6.03433e+0,6.50566e+1
6.17511e+0,4.93217e+1
6.30215e+0,3.68515e+1
6.40515e+0,2.59751e+1
6.51502e+0,1.72720e+1
6.59742e+0,1.29050e+1
6.68326e+0,8.09520e+0
6.75536e+0,5.62341e+0
6.83090e+0,3.63184e+0
6.89614e+0,2.11811e+0
6.95794e+0,1.70221e+0
7.01288e+0,1.27183e+0
7.02661e+0,1.05233e+0
