4.00865e+0,5.48092e+0
4.01038e+0,1.19243e+1
4.16090e+0,1.21005e+1
4.16436e+0,7.45781e+1
4.33045e+0,7.56800e+1
4.33391e+0,3.66180e+1
4.49481e+0,3.71590e+1
4.50000e+0,1.01477e+2
4.66955e+0,1.04498e+2
4.67128e+0,1.44290e+2
4.82699e+0,1.48585e+2
4.82699e+0,1.31170e+2
4.99135e+0,1.33108e+2
4.99827e+0,2.71095e+2
5.15571e+0,2.81219e+2
5.15917e+0,4.17849e+2
5.32699e+0,4.14796e+2
5.32526e+0,1.86509e+2
5.49481e+0,1.85147e+2
5.50000e+0,4.24022e+2
5.66263e+0,4.20924e+2
5.66782e+0,2.85374e+2
5.82699e+0,2.77125e+2
5.83218e+0,5.94135e+1
5.99654e+0,6.02913e+1
6.00000e+0,2.32403e+2
6.16090e+0,2.30705e+2
6.16782e+0,1.09198e+2
6.33218e+0,1.03735e+2
6.33564e+0,6.16324e+0
6.49827e+0,6.11821e+0
6.50173e+0,3.50418e+1
6.66263e+0,3.47857e+1
6.66782e+0,1.85147e+1
6.83218e+0,1.79795e+1
6.83218e+0,5.98508e+0
7.00000e+0,5.81208e+0
7.00000e+0,1.00736e+0
